,easting,northing,plot_area,metric,value
351,403979.9995,3285020,40 m,mean.max.canopy.ht.aop,10.45108604
352,404019.9995,3285020,40 m,mean.max.canopy.ht.aop,10.03506868
353,404059.9995,3285020,40 m,mean.max.canopy.ht.aop,9.768105816
354,404099.9995,3285020,40 m,mean.max.canopy.ht.aop,9.563732333
355,404139.9995,3285020,40 m,mean.max.canopy.ht.aop,11.09118041
356,404179.9995,3285020,40 m,mean.max.canopy.ht.aop,11.46288947
357,404219.9995,3285020,40 m,mean.max.canopy.ht.aop,11.52718619
358,404259.9995,3285020,40 m,mean.max.canopy.ht.aop,9.377607988
359,404299.9995,3285020,40 m,mean.max.canopy.ht.aop,7.862777996
360,404339.9995,3285020,40 m,mean.max.canopy.ht.aop,9.857316945
361,404379.9995,3285020,40 m,mean.max.canopy.ht.aop,8.591942804
362,404419.9995,3285020,40 m,mean.max.canopy.ht.aop,9.779017702
363,404459.9995,3285020,40 m,mean.max.canopy.ht.aop,10.96087943
364,404499.9995,3285020,40 m,mean.max.canopy.ht.aop,12.21587317
365,403499.9995,3285060,40 m,mean.max.canopy.ht.aop,10.93278756
366,403539.9995,3285060,40 m,mean.max.canopy.ht.aop,11.51175895
367,403579.9995,3285060,40 m,mean.max.canopy.ht.aop,11.13944399
368,403619.9995,3285060,40 m,mean.max.canopy.ht.aop,11.44978225
369,403659.9995,3285060,40 m,mean.max.canopy.ht.aop,11.86022731
370,403699.9995,3285060,40 m,mean.max.canopy.ht.aop,12.40989854
371,403739.9995,3285060,40 m,mean.max.canopy.ht.aop,11.20687534
372,403779.9995,3285060,40 m,mean.max.canopy.ht.aop,10.30327599
373,403819.9995,3285060,40 m,mean.max.canopy.ht.aop,11.22432028
374,403859.9995,3285060,40 m,mean.max.canopy.ht.aop,10.5248962
375,403899.9995,3285060,40 m,mean.max.canopy.ht.aop,11.57984149
